user_id,subscription_tier,days_since_last_login,avg_session_length_mins,support_tickets_opened,churned
3433,Enterprise,13,28.9,0,0
3434,Basic,13,34.9,3,0
3435,Enterprise,8,28.9,0,0
3436,Basic,19,15.7,1,0
3437,Basic,11,21.3,3,0
3438,Basic,7,12.2,1,0
3439,Basic,10,26.8,1,0
3440,Basic,6,10.4,1,0
3441,Basic,9,27.9,1,1
3442,Basic,11,1.0,0,0
3443,Pro,6,33.1,1,0
3444,Pro,13,14.0,2,1
3445,Basic,6,15.5,1,0
3446,Basic,7,38.7,0,0
3447,Basic,9,28.2,2,0
3448,Basic,13,33.5,1,0
3449,Basic,3,14.9,1,0
3450,Basic,10,34.6,3,0
3451,Basic,7,23.6,1,0
3452,Enterprise,9,26.2,1,1
3453,Basic,6,39.9,1,0
3454,Basic,20,13.4,1,0
3455,Basic,5,34.1,1,0
3456,Basic,9,28.9,2,0
3457,Basic,13,22.9,1,0
3458,Pro,10,14.1,1,1
3459,Basic,9,22.8,2,0
3460,Basic,7,16.8,0,1
3461,Enterprise,8,36.9,0,0
3462,Pro,13,25.9,1,0
3463,Pro,11,18.2,1,0
3464,Basic,10,10.6,1,0
3465,Pro,15,20.4,1,0
3466,Basic,5,37.4,3,0
3467,Basic,9,26.1,0,0
3468,Basic,5,23.2,3,0
3469,Basic,9,42.0,1,0
3470,Basic,11,20.9,2,0
3471,Basic,10,16.9,1,0
3472,Enterprise,9,29.0,1,0
3473,Enterprise,13,29.2,1,0
3474,Pro,7,19.1,2,1
3475,Basic,8,17.0,0,0
3476,Pro,5,39.5,1,1
3477,Basic,5,20.7,1,1
3478,Pro,14,10.5,1,0
3479,Basic,10,26.9,0,0
3480,Pro,7,33.9,0,0
3481,Basic,15,23.1,1,1
3482,Pro,12,30.4,3,0
3483,Enterprise,12,14.5,0,1
3484,Basic,7,31.3,1,1
3485,Basic,21,15.4,1,0
3486,Enterprise,10,28.1,1,0
3487,Basic,9,32.7,1,0
3488,Pro,9,26.0,1,0
3489,Basic,6,12.6,2,0
3490,Basic,12,13.1,2,0
3491,Basic,11,40.9,1,0
3492,Basic,9,17.3,1,0
3493,Pro,15,32.7,2,0
3494,Basic,11,26.2,1,1
3495,Basic,12,15.0,0,0
3496,Basic,16,19.7,5,1
3497,Basic,7,42.0,2,0
3498,Pro,9,59.9,2,0
3499,Enterprise,10,21.8,2,0
3500,Basic,3,21.1,2,0
3501,Pro,13,8.6,3,0
3502,Pro,11,8.5,1,0
3503,Basic,13,16.4,2,0
3504,Enterprise,9,20.5,0,0
3505,Basic,12,24.7,5,0
3506,Basic,8,31.9,1,0
3507,Pro,9,27.2,2,0
3508,Basic,12,32.1,1,0
3509,Pro,9,18.9,0,0
3510,Pro,9,24.3,0,0
3511,Basic,5,21.4,0,0
3512,Pro,8,12.3,0,0
3513,Basic,13,5.3,1,0
3514,Basic,11,18.3,0,1
3515,Pro,6,1.0,2,1
3516,Enterprise,11,13.7,2,0
3517,Basic,12,30.5,0,0
3518,Basic,10,26.8,3,0
3519,Pro,8,25.2,1,1
3520,Pro,7,36.8,0,0
3521,Pro,12,17.7,1,1
3522,Basic,9,31.8,1,0
3523,Basic,10,16.9,1,0
3524,Basic,11,27.8,1,1
3525,Pro,12,26.5,1,0
3526,Basic,10,27.1,0,0
3527,Basic,8,21.1,2,1
3528,Enterprise,10,28.2,1,0
3529,Basic,14,29.0,1,0
3530,Enterprise,10,10.7,1,0
3531,Pro,8,33.5,3,0
3532,Pro,11,12.6,1,0
3533,Basic,11,16.2,3,0
3534,Basic,13,27.4,4,0
3535,Pro,3,31.0,0,0
3536,Pro,9,27.2,1,0
3537,Pro,10,28.3,1,1
3538,Basic,9,13.6,3,0
3539,Pro,6,19.8,1,0
3540,Pro,8,4.5,1,0
3541,Pro,11,15.8,1,0
3542,Pro,11,11.6,2,0
3543,Pro,8,25.1,2,0
3544,Pro,15,48.6,0,0
3545,Basic,12,32.6,1,1
3546,Basic,13,2.6,0,1
3547,Basic,8,9.8,2,0
3548,Basic,5,12.0,0,0
3549,Basic,12,7.4,1,0
3550,Basic,15,22.2,2,1
3551,Basic,11,27.3,0,0
3552,Basic,17,12.1,0,0
3553,Pro,13,22.8,0,0
3554,Enterprise,13,27.2,0,0
3555,Basic,4,32.0,1,0
3556,Enterprise,11,26.6,2,0
3557,Basic,15,28.3,0,1
3558,Basic,4,24.6,0,0
3559,Basic,9,14.9,0,0
3560,Basic,7,17.0,1,1
3561,Pro,18,11.8,2,1
3562,Pro,6,40.0,2,0
3563,Basic,12,10.3,0,0
3564,Basic,13,34.5,1,0
3565,Basic,16,10.4,1,0
3566,Basic,5,32.7,2,0
3567,Basic,7,34.7,2,1
3568,Basic,12,36.5,2,0
3569,Pro,12,14.6,2,0
3570,Enterprise,13,26.6,0,0
3571,Basic,9,19.0,1,0
3572,Enterprise,7,16.1,3,0
3573,Basic,10,25.4,1,0
3574,Basic,6,33.1,1,0
3575,Basic,8,19.0,1,0
3576,Pro,12,28.3,0,0
3577,Enterprise,8,15.9,4,0
3578,Pro,12,14.6,2,0
3579,Basic,9,21.8,0,0
3580,Pro,7,22.4,1,0
3581,Basic,11,31.7,2,1
3582,Pro,11,12.5,1,0
3583,Basic,7,46.6,1,0
3584,Basic,10,7.1,1,0
3585,Basic,11,27.3,1,0
3586,Pro,20,22.1,0,0
3587,Basic,7,18.5,0,1
3588,Pro,7,23.2,2,1
3589,Basic,2,31.7,3,1
3590,Pro,8,33.3,0,0
3591,Pro,7,22.8,2,1
3592,Pro,13,28.3,2,1
3593,Basic,6,11.7,3,0
3594,Basic,7,23.2,1,0
3595,Basic,10,28.9,1,0
3596,Pro,16,2.2,2,0
3597,Basic,12,25.8,2,0
3598,Basic,9,23.3,0,1
3599,Basic,9,37.7,3,1
3600,Basic,18,26.7,0,1
3601,Pro,10,29.8,1,0
3602,Basic,8,22.3,0,0
3603,Pro,8,31.3,2,0
3604,Basic,6,30.6,0,0
3605,Basic,10,11.9,4,0
3606,Basic,16,28.1,1,1
3607,Basic,16,36.8,1,0
3608,Basic,10,34.8,3,0
3609,Pro,10,25.3,0,0
3610,Basic,10,28.2,1,1
3611,Pro,13,34.1,4,0
3612,Basic,4,13.6,1,0
3613,Basic,11,29.7,1,1
3614,Pro,6,5.3,1,0
3615,Basic,7,33.6,1,0
3616,Basic,17,21.2,3,0
3617,Basic,16,24.1,0,0
3618,Basic,7,19.4,2,0
3619,Pro,7,24.6,1,1
3620,Basic,10,27.6,0,0
3621,Pro,16,32.5,7,0
3622,Pro,9,38.0,2,0
3623,Basic,10,25.5,1,0
3624,Enterprise,10,8.4,1,0
3625,Basic,16,38.1,0,0
3626,Enterprise,11,10.3,2,0
3627,Basic,9,20.8,0,0
3628,Pro,13,20.1,0,0
3629,Basic,12,25.1,0,0
3630,Basic,10,12.4,1,0
3631,Pro,13,11.9,1,0
3632,Pro,9,24.8,0,0
3633,Basic,7,17.0,0,0
3634,Basic,15,38.5,0,1
3635,Pro,6,19.5,3,0
3636,Pro,6,14.7,0,1
3637,Enterprise,12,41.7,2,0
3638,Pro,6,29.7,2,1
3639,Enterprise,9,52.2,1,0
3640,Pro,13,5.8,1,1
3641,Basic,7,27.1,1,1
3642,Basic,12,29.9,1,0
3643,Pro,13,25.3,4,1
3644,Pro,8,21.4,1,0
3645,Basic,10,37.5,1,0
3646,Basic,12,29.7,1,0
3647,Enterprise,4,8.1,2,0
3648,Basic,3,16.3,1,0
3649,Basic,12,13.4,1,1
3650,Basic,8,23.8,3,1
3651,Basic,10,34.5,0,0
3652,Basic,5,21.2,0,0
3653,Basic,8,22.5,0,0
3654,Basic,12,15.2,0,0
3655,Pro,13,32.6,1,0
3656,Basic,9,37.3,3,0
3657,Pro,17,24.7,1,0
3658,Pro,6,40.8,0,0
3659,Basic,9,19.6,1,0
3660,Pro,7,11.0,3,0
3661,Basic,6,33.0,0,0
3662,Pro,11,24.0,2,0
3663,Basic,8,19.2,0,0
3664,Pro,11,25.8,0,0
3665,Pro,15,9.2,1,0
3666,Basic,18,7.5,1,1
3667,Basic,12,25.9,3,0
3668,Pro,5,29.3,0,0
3669,Pro,8,38.9,1,0
3670,Basic,13,33.9,2,0
3671,Pro,9,31.4,1,0
3672,Basic,11,37.7,1,0
3673,Pro,13,29.9,1,0
3674,Basic,12,21.6,1,0
3675,Pro,11,34.1,0,0
3676,Basic,8,33.8,2,0
3677,Basic,11,24.9,1,0
3678,Basic,9,13.0,1,0
3679,Basic,10,7.1,2,0
3680,Basic,11,33.4,0,0
3681,Basic,12,29.8,0,1
3682,Pro,6,31.2,0,0
3683,Basic,8,33.8,2,0
3684,Basic,10,16.0,4,1
3685,Basic,10,6.2,0,0
3686,Basic,11,30.2,0,0
3687,Basic,7,37.0,0,0
3688,Basic,11,28.5,1,0
3689,Basic,9,10.1,1,1
3690,Basic,10,27.4,1,0
3691,Basic,10,13.8,0,0
3692,Basic,13,9.6,1,0
3693,Basic,9,24.9,1,0
3694,Basic,10,26.6,0,0
3695,Enterprise,9,24.0,1,0
3696,Basic,8,29.4,0,0
3697,Pro,9,17.1,2,1
3698,Basic,9,25.9,0,1
3699,Pro,12,20.1,1,1
3700,Pro,15,22.5,2,0
3701,Basic,3,27.7,0,0
3702,Enterprise,5,35.6,4,0
3703,Basic,12,27.9,0,0
3704,Basic,11,31.2,1,0
3705,Pro,13,25.1,0,0
3706,Pro,11,29.9,1,0
3707,Basic,16,35.3,2,1
3708,Basic,4,43.8,3,0
3709,Basic,12,37.1,0,0
3710,Basic,11,24.4,1,0
3711,Pro,18,36.4,2,1
3712,Basic,4,30.5,2,1
3713,Basic,9,18.9,3,0
3714,Basic,7,30.6,0,0
3715,Basic,8,13.7,4,0
3716,Basic,11,30.6,1,0
3717,Pro,14,42.5,2,1
3718,Enterprise,16,33.2,2,0
3719,Pro,10,37.0,3,0
3720,Basic,12,21.2,0,0
3721,Pro,16,29.8,1,0
3722,Pro,8,32.0,1,0
3723,Pro,13,21.9,2,0
3724,Basic,10,31.8,0,0
3725,Basic,4,29.5,2,0
3726,Basic,10,31.9,1,0
3727,Basic,10,14.7,1,0
3728,Basic,9,37.8,0,1
3729,Basic,8,29.5,2,0
3730,Basic,12,23.8,1,1
3731,Pro,11,24.1,2,0
3732,Basic,13,24.6,0,0
3733,Basic,8,16.7,1,0
3734,Enterprise,15,36.9,1,0
3735,Enterprise,10,34.6,1,0
3736,Pro,14,35.3,1,0
3737,Enterprise,9,40.1,0,0
3738,Basic,16,26.9,0,0
3739,Enterprise,16,8.4,0,0
3740,Basic,5,31.3,1,1
3741,Basic,8,30.9,3,0
3742,Basic,9,40.5,1,1
3743,Basic,16,35.8,2,0
3744,Basic,11,26.3,0,0
3745,Pro,7,23.6,1,1
3746,Pro,11,35.0,2,0
3747,Basic,14,1.0,0,0
3748,Basic,9,27.4,2,0
3749,Pro,5,34.5,2,0
3750,Pro,6,23.8,0,0
3751,Basic,8,21.2,1,0
3752,Pro,11,27.9,2,1
3753,Basic,6,38.5,2,0
3754,Basic,13,29.5,0,0
3755,Enterprise,8,18.2,2,0
3756,Basic,12,37.2,1,1
3757,Basic,12,39.1,0,0
3758,Pro,7,16.9,0,1
3759,Pro,12,53.0,2,0
3760,Basic,14,25.0,1,0
3761,Basic,9,34.5,1,0
3762,Basic,12,32.3,1,1
3763,Pro,8,18.0,1,0
3764,Basic,9,20.5,1,0
3765,Basic,8,25.7,0,0
3766,Enterprise,6,6.3,3,0
3767,Basic,12,33.2,2,0
3768,Basic,9,6.0,1,1
3769,Basic,11,25.1,2,0
3770,Pro,17,18.3,0,1
3771,Basic,13,30.8,2,0
3772,Basic,8,3.0,2,0
3773,Pro,11,8.4,2,0
3774,Basic,12,19.0,3,1
3775,Basic,13,30.2,3,1
3776,Basic,8,27.2,0,0
3777,Basic,11,35.5,0,0
3778,Basic,8,26.1,0,1
3779,Basic,10,24.8,0,0
3780,Basic,9,14.3,3,1
3781,Basic,9,22.8,3,0
3782,Pro,8,24.8,2,0
3783,Enterprise,10,4.5,1,0
3784,Pro,13,16.1,0,0
3785,Pro,11,29.6,1,1
3786,Basic,13,26.8,0,0
3787,Enterprise,5,22.5,4,0
3788,Basic,8,18.9,3,0
3789,Enterprise,17,7.6,4,0
3790,Enterprise,5,3.2,2,0
3791,Pro,9,21.9,2,0
3792,Enterprise,5,39.9,1,0
3793,Basic,11,25.4,2,0
3794,Basic,11,35.2,0,0
3795,Basic,9,13.2,0,0
3796,Basic,5,27.8,2,0
3797,Basic,14,18.0,2,1
3798,Pro,8,17.6,3,1
3799,Enterprise,19,32.4,2,1
3800,Basic,13,23.8,1,1
3801,Pro,8,11.1,1,0
3802,Enterprise,6,26.0,0,0
3803,Enterprise,6,17.8,0,0
3804,Enterprise,7,10.6,0,0
3805,Basic,14,15.0,3,0
3806,Enterprise,11,45.5,2,0
3807,Pro,12,37.1,2,1
3808,Basic,10,4.9,2,1
3809,Basic,12,23.1,0,0
3810,Pro,8,23.8,0,1
3811,Basic,10,22.3,1,1
3812,Pro,10,18.4,1,0
3813,Pro,14,32.5,2,1
3814,Basic,11,34.4,0,1
3815,Basic,9,35.5,1,0
3816,Pro,13,28.3,0,0
3817,Basic,11,31.1,0,0
3818,Basic,11,21.6,2,0
3819,Basic,19,9.2,1,1
3820,Basic,6,9.0,1,0
3821,Enterprise,11,16.5,2,0
3822,Basic,15,23.0,3,1
3823,Pro,14,12.2,1,1
3824,Basic,8,13.7,1,0
3825,Basic,7,21.2,3,1
3826,Pro,17,33.6,2,0
3827,Pro,11,28.3,1,0
3828,Basic,13,16.4,2,1
3829,Basic,11,25.5,2,1
3830,Basic,13,11.7,0,0
3831,Basic,8,16.4,1,0
3832,Pro,9,8.4,4,0
3833,Basic,15,29.3,1,1
3834,Basic,14,22.2,1,0
3835,Basic,8,23.4,0,0
3836,Enterprise,10,33.1,2,0
3837,Enterprise,10,15.0,2,0
3838,Basic,7,29.7,0,0
3839,Pro,11,44.8,1,0
3840,Basic,15,15.2,1,1
3841,Basic,11,9.4,1,1
3842,Pro,12,12.4,4,0
3843,Enterprise,11,28.9,1,0
3844,Enterprise,8,42.5,2,0
3845,Basic,11,42.1,2,1
3846,Basic,11,33.4,1,0
3847,Pro,14,33.8,2,0
3848,Basic,15,29.6,1,0
3849,Basic,6,32.3,2,0
3850,Basic,14,28.0,1,1
3851,Pro,6,17.0,1,0
3852,Basic,10,42.1,1,1
3853,Basic,6,38.4,0,0
3854,Enterprise,8,17.2,1,0
3855,Basic,6,31.5,5,0
3856,Basic,11,39.6,3,0
3857,Basic,10,29.2,4,0
3858,Basic,10,22.9,1,1
3859,Basic,13,39.3,1,0
3860,Basic,11,27.6,2,1
3861,Pro,15,18.7,0,0
3862,Basic,11,13.5,1,0
3863,Enterprise,7,1.0,0,0
3864,Basic,10,44.7,1,1
3865,Basic,12,16.6,2,0
3866,Basic,12,34.6,1,0
3867,Basic,7,15.8,4,0
3868,Pro,4,26.7,0,0
3869,Basic,10,29.5,1,0
3870,Basic,18,12.6,2,0
3871,Pro,13,34.6,1,0
3872,Enterprise,7,23.0,1,0
3873,Pro,19,30.5,1,1
3874,Basic,10,39.5,0,0
3875,Pro,8,32.4,2,0
3876,Basic,10,24.1,1,0
3877,Basic,8,44.4,2,0
3878,Basic,10,24.6,2,1
3879,Basic,7,25.9,0,0
3880,Basic,12,23.4,1,0
3881,Basic,10,12.7,1,1
3882,Pro,8,11.6,2,1
3883,Basic,7,19.5,0,1
3884,Basic,12,14.9,1,1
3885,Basic,12,22.2,1,1
3886,Enterprise,9,33.3,2,0
3887,Basic,12,20.9,2,0
3888,Basic,7,27.2,3,1
3889,Pro,8,19.9,1,1
3890,Pro,8,50.5,2,0
3891,Basic,9,40.1,0,0
3892,Pro,16,22.5,1,0
3893,Pro,9,27.7,2,1
3894,Pro,7,11.6,1,0
3895,Basic,8,22.9,1,0
3896,Pro,10,19.0,0,0
3897,Basic,8,32.4,0,1
3898,Basic,8,15.7,1,0
3899,Basic,3,41.6,0,0
3900,Basic,8,24.3,0,0
3901,Basic,9,16.3,0,0
3902,Pro,7,25.3,3,0
3903,Basic,4,32.4,0,0
3904,Basic,9,30.2,1,0
3905,Basic,6,26.6,1,0
3906,Basic,14,33.8,2,0
3907,Enterprise,11,33.2,2,0
3908,Basic,6,33.2,2,1
3909,Basic,11,22.2,0,0
3910,Basic,13,22.2,1,0
3911,Basic,8,22.9,1,0
3912,Basic,10,20.1,1,0
3913,Pro,10,26.1,1,0
3914,Enterprise,13,24.9,0,0
3915,Basic,13,41.6,0,0
3916,Pro,8,20.0,1,0
3917,Pro,15,15.1,1,0
3918,Pro,11,31.5,0,1
3919,Basic,9,25.7,1,0
3920,Basic,8,18.1,4,1
3921,Basic,7,32.8,2,0
3922,Pro,7,22.2,1,0
3923,Pro,11,40.2,0,0
3924,Basic,8,15.5,1,0
3925,Basic,6,19.2,1,1
3926,Enterprise,8,26.3,1,0
3927,Pro,8,38.6,1,0
3928,Enterprise,6,17.9,2,0
3929,Pro,15,28.8,1,0
3930,Basic,16,13.4,0,1
3931,Basic,12,34.2,2,0
3932,Pro,9,18.5,0,0
3933,Basic,14,31.2,2,1
3934,Basic,9,31.7,2,0
3935,Pro,5,6.8,0,0
3936,Basic,10,27.1,2,0
3937,Pro,8,19.9,0,0
3938,Basic,13,30.0,2,0
3939,Enterprise,12,16.3,0,1
3940,Basic,15,19.2,4,0
3941,Basic,11,37.0,1,0
3942,Pro,5,36.2,0,0
3943,Basic,11,15.1,2,0
3944,Pro,3,43.0,2,0
3945,Pro,14,1.0,0,0
3946,Basic,7,27.1,3,0
3947,Basic,14,12.2,2,0
3948,Basic,9,28.7,0,0
3949,Basic,12,22.4,2,1
3950,Enterprise,11,14.8,1,0
3951,Pro,9,17.6,1,1
3952,Pro,12,17.1,3,0
3953,Pro,11,25.8,0,0
3954,Basic,5,34.7,3,0
3955,Enterprise,7,44.6,2,0
3956,Pro,13,23.3,1,1
3957,Pro,6,28.0,2,0
3958,Pro,17,36.9,2,1
3959,Basic,7,20.5,1,0
3960,Pro,7,17.2,1,0
3961,Basic,9,44.5,1,0
3962,Basic,8,23.2,0,0
3963,Basic,12,27.2,1,0
3964,Enterprise,13,9.0,2,0
3965,Pro,5,19.8,2,0
3966,Pro,9,43.9,3,0
3967,Pro,10,29.6,0,0
3968,Basic,13,24.7,1,0
3969,Enterprise,6,38.9,1,0
3970,Basic,6,8.5,2,0
3971,Basic,5,20.9,2,1
3972,Basic,8,47.7,3,1
3973,Pro,11,24.5,1,0
3974,Pro,13,24.4,1,0
3975,Basic,15,36.8,3,0
3976,Basic,20,37.5,1,0
3977,Pro,13,12.0,1,0
3978,Basic,4,29.3,2,1
3979,Pro,2,42.6,1,1
3980,Enterprise,8,18.6,2,0
3981,Basic,21,21.3,0,0
3982,Basic,6,25.3,1,0
3983,Pro,14,31.9,1,0
3984,Pro,8,10.7,0,0
3985,Basic,7,1.0,1,0
3986,Enterprise,8,27.2,1,0
3987,Basic,9,36.7,0,0
3988,Basic,6,21.9,3,1
3989,Pro,7,18.9,2,0
3990,Pro,12,23.3,2,1
3991,Basic,15,41.0,2,0
3992,Pro,11,18.4,1,0
3993,Basic,7,30.7,2,0
3994,Basic,7,13.5,1,0
3995,Basic,9,13.9,2,0
3996,Pro,6,33.5,1,0
3997,Basic,7,41.3,1,1
3998,Basic,5,33.9,2,0
3999,Basic,6,4.5,1,1
4000,Pro,9,20.8,3,0
4001,Pro,6,27.4,1,0
4002,Pro,8,25.6,0,0
4003,Basic,8,5.8,2,0
4004,Pro,7,12.0,2,0
4005,Basic,8,17.0,0,0
4006,Pro,10,24.3,3,1
4007,Enterprise,17,5.7,0,0
4008,Basic,9,31.0,0,0
4009,Pro,8,24.1,2,0
4010,Basic,4,14.6,4,1
4011,Basic,6,26.9,1,0
4012,Basic,7,10.6,3,0
4013,Basic,13,24.5,3,0
4014,Basic,7,7.0,2,0
4015,Pro,10,8.5,1,1
4016,Basic,6,20.5,3,0
4017,Pro,8,17.8,3,1
4018,Basic,16,28.8,3,0
4019,Basic,8,24.8,2,0
4020,Pro,8,46.0,3,1
4021,Basic,11,22.3,0,0
4022,Basic,10,1.0,1,1
4023,Pro,13,4.7,1,0
4024,Basic,9,13.0,1,0
4025,Basic,9,58.8,0,0
4026,Basic,11,24.6,1,1
4027,Enterprise,7,36.1,4,1
4028,Pro,13,35.1,0,0
4029,Pro,9,12.3,3,0
4030,Pro,14,7.1,1,0
4031,Basic,8,31.4,2,0
4032,Basic,11,2.8,2,0
4033,Pro,2,34.8,3,0
4034,Basic,5,23.8,0,0
4035,Basic,7,31.2,1,0
4036,Basic,11,28.0,3,1
4037,Basic,4,28.6,1,1
4038,Enterprise,8,26.0,0,0
4039,Basic,10,27.8,0,1
4040,Basic,10,25.5,2,0
4041,Basic,8,11.2,0,1
4042,Enterprise,8,21.1,1,0
4043,Basic,8,46.7,1,0
4044,Basic,11,28.1,0,0
4045,Pro,5,36.4,1,1
4046,Pro,11,15.2,1,1
4047,Basic,9,15.0,0,0
4048,Basic,17,13.0,0,0
4049,Basic,9,11.7,0,0
4050,Basic,9,8.8,0,1
4051,Basic,8,27.3,2,1
4052,Basic,8,21.4,3,0
4053,Basic,10,33.8,1,0
4054,Basic,9,21.9,1,0
4055,Pro,15,1.0,1,0
4056,Enterprise,14,29.4,3,1
4057,Pro,4,4.7,1,0
4058,Basic,11,27.1,0,0
4059,Basic,9,17.3,1,1
4060,Enterprise,7,27.3,0,0
4061,Basic,14,10.6,1,0
4062,Basic,13,32.8,1,0
4063,Basic,9,25.4,0,0
4064,Pro,13,21.6,4,0
4065,Pro,9,8.1,0,1
4066,Basic,6,43.1,5,0
4067,Basic,8,15.9,3,0
4068,Enterprise,9,27.6,1,0
4069,Basic,7,15.5,0,0
4070,Pro,13,62.8,1,0
4071,Pro,11,26.5,0,0
4072,Pro,10,18.9,1,1
4073,Basic,8,31.1,1,0
4074,Basic,16,32.5,0,0
4075,Basic,15,28.9,0,0
4076,Pro,8,21.8,1,0
4077,Enterprise,8,29.4,2,0
4078,Basic,9,23.4,1,0
4079,Basic,8,24.7,1,1
4080,Enterprise,12,17.1,3,0
4081,Pro,10,10.4,1,0
4082,Pro,15,30.6,2,1
4083,Basic,16,31.1,0,0
4084,Basic,8,38.0,1,0
4085,Pro,10,25.5,1,0
4086,Pro,12,22.8,3,1
4087,Basic,12,10.9,2,1
4088,Basic,7,24.6,1,0
4089,Basic,6,28.6,0,0
4090,Basic,6,6.8,1,0
4091,Basic,5,35.7,1,0
4092,Enterprise,9,17.9,1,0
4093,Basic,10,23.0,2,0
4094,Pro,12,31.0,1,1
4095,Basic,13,24.9,0,0
4096,Pro,6,39.0,1,0
4097,Enterprise,8,31.3,0,0
4098,Basic,13,23.5,1,1
4099,Basic,15,1.0,1,1
4100,Basic,12,35.0,2,1
4101,Basic,11,13.2,2,0
4102,Pro,15,33.5,1,0
4103,Enterprise,12,29.9,2,0
4104,Basic,5,23.0,0,0
4105,Basic,7,34.5,0,0
4106,Basic,11,30.2,0,0
4107,Pro,7,28.3,0,0
4108,Basic,16,7.8,0,0
4109,Basic,6,25.4,3,0
4110,Pro,7,12.6,1,0
4111,Pro,11,14.0,4,1
4112,Basic,13,21.4,0,0
4113,Pro,4,39.6,1,0
4114,Basic,13,28.7,1,1
4115,Basic,15,29.3,0,0
4116,Pro,13,32.7,0,0
4117,Pro,8,16.3,0,0
4118,Basic,13,9.2,0,0
4119,Basic,8,7.5,0,0
4120,Basic,9,27.3,0,0
4121,Basic,11,34.9,0,0
4122,Basic,13,34.1,0,0
4123,Basic,8,16.7,2,0
4124,Basic,12,38.6,3,0
4125,Pro,6,45.4,2,0
4126,Pro,10,31.1,3,1
4127,Pro,13,39.9,1,0
4128,Basic,5,33.7,1,0
4129,Enterprise,15,22.7,1,0
4130,Pro,8,18.4,2,0
4131,Pro,6,8.9,1,0
4132,Pro,10,20.6,1,0
4133,Enterprise,13,22.6,1,0
4134,Basic,11,22.9,2,1
4135,Basic,12,23.9,1,0
4136,Pro,6,2.1,0,0
4137,Pro,13,32.8,0,1
4138,Pro,10,34.0,2,0
4139,Basic,8,28.7,0,0
4140,Basic,9,13.3,0,0
4141,Basic,13,28.7,1,0
4142,Enterprise,6,25.2,0,0
4143,Basic,8,29.7,1,0
4144,Basic,11,40.5,2,0
4145,Basic,9,23.2,2,0
4146,Basic,8,26.8,2,0
4147,Pro,17,16.4,0,1
4148,Pro,10,34.2,2,1
4149,Pro,11,32.0,2,0
4150,Basic,8,27.2,2,1
4151,Pro,9,14.5,0,0
4152,Basic,11,18.2,0,0
4153,Pro,9,6.7,4,0
4154,Basic,8,18.0,2,1
4155,Basic,9,32.1,1,1
4156,Pro,15,29.0,4,0
4157,Enterprise,16,26.6,1,0
4158,Basic,13,39.8,3,1
4159,Pro,10,28.0,3,0
4160,Basic,13,19.2,0,0
4161,Basic,9,18.0,0,0
4162,Basic,5,22.7,3,0
4163,Basic,13,20.5,1,0
4164,Basic,12,34.5,3,0
4165,Basic,12,29.2,2,0
4166,Basic,4,21.8,0,1
4167,Enterprise,13,22.2,0,0
4168,Basic,12,32.0,0,0
4169,Pro,16,35.1,1,0
4170,Basic,10,6.6,0,1
4171,Pro,13,23.3,0,0
4172,Basic,7,25.9,1,0
4173,Basic,10,30.5,1,0
4174,Basic,13,26.1,0,0
4175,Basic,15,29.1,1,0
4176,Basic,9,22.6,0,0
4177,Pro,11,16.9,0,0
4178,Pro,12,32.8,2,0
4179,Pro,6,33.2,0,0
4180,Pro,8,31.5,2,1
4181,Basic,12,33.3,3,0
4182,Basic,8,15.3,1,0
4183,Basic,7,19.9,2,1
4184,Basic,7,36.2,5,0
4185,Basic,10,28.6,2,1
4186,Basic,8,25.6,0,0
4187,Basic,9,22.5,1,0
4188,Basic,11,37.7,1,0
4189,Pro,11,7.3,0,0
4190,Pro,6,27.9,1,0
4191,Basic,11,24.3,2,1
4192,Enterprise,7,12.5,0,0
4193,Enterprise,9,41.2,1,0
4194,Basic,4,1.0,2,0
4195,Basic,11,26.2,1,0
4196,Basic,8,30.3,0,0
4197,Enterprise,7,15.2,0,0
4198,Pro,7,27.8,3,0
4199,Basic,15,22.8,0,1
4200,Basic,6,34.9,3,0
4201,Basic,7,60.1,0,0
4202,Basic,11,28.4,5,0
4203,Basic,9,31.0,3,1
4204,Pro,10,15.2,0,0
4205,Pro,9,27.1,1,1
4206,Pro,9,21.3,1,0
4207,Pro,11,32.8,0,0
4208,Pro,12,10.7,1,0
4209,Basic,9,14.3,1,0
4210,Pro,10,36.8,1,0
4211,Basic,8,27.1,3,0
4212,Pro,7,38.2,0,0
4213,Basic,11,28.6,0,0
4214,Pro,17,30.1,0,1
4215,Basic,15,21.9,1,0
4216,Basic,10,23.1,1,0
4217,Basic,4,34.6,0,0
4218,Basic,7,23.6,0,0
4219,Pro,13,36.8,2,1
4220,Pro,13,23.9,0,0
4221,Basic,7,13.2,1,0
4222,Basic,7,12.3,1,0
4223,Basic,5,23.3,1,0
4224,Basic,10,34.2,1,0
4225,Basic,10,18.3,1,0
4226,Pro,12,32.3,0,0
4227,Basic,8,26.0,3,0
4228,Basic,11,31.1,4,1
4229,Basic,13,22.1,2,0
4230,Basic,7,26.8,1,0
4231,Basic,17,34.4,1,0
4232,Pro,5,24.8,0,1
4233,Basic,8,19.8,1,1
4234,Basic,11,6.8,3,1
4235,Basic,15,30.4,2,0
4236,Basic,16,17.3,1,0
4237,Basic,7,19.8,1,0
4238,Enterprise,10,14.3,2,0
4239,Pro,12,22.7,0,0
4240,Basic,8,46.0,2,1
4241,Basic,10,28.5,1,0
4242,Basic,8,18.6,2,0
4243,Basic,13,20.4,0,0
